(HH:MM:SS),(s),(YYYY-MM-DDTHH:MM:SS) (UTC date time format),(YYYY-MM-DDTHH:MM:SS) (Local date time format),(L*min^-1),(L),(C),(C),(C),(C),(C),(hPa),(hPa),(Pa),(%),(g*L^-1),(integer),(integer),(V),(g*min^-1),(V),(integer),(%),(#),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(um),(um),(ug),(-),(decimalDegree),(decimalDegree),(m),(integer),(m*s^-1),(-),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(%),(%),(%),(%),(%),(%),(#),(s),(s),(s),(s),(s),(s)
SampleTime,UnixTime,DateTimeUTC,DateTimeLocal,VolumetricFlowRate,SampledVolume,AtmoT,PumpT,FdpT,BattT,AccelT,AtmoP,PumpP,FdPdP,PumpRH,AtmoRho,PumpPow1,PumpPow2,PumpV,MassFlow,BFGvolt,BFGenergy,SOC,PMMeasCnt,PM1MC,PM1MCVar,PM2_5MC,PM2_5MCVar,PM4MC,PM4MCVar,PM10MC,PM10MCVar,PM0_5NC,PM0_5NCVar,PM1NC,PM1NCVar,PM2_5NC,PM2_5NCVar,PM4NC,PM4NCVar,PM10NC,PM10NCVar,PMtypicalParticleSize,PMtypicalParticleSizeVar,PM2_5SampledMass,GPSQual,GPSlat,GPSlon,GPSalt,GPSsat,GPSspeed,GPShDOP,AccelX,AccelXVar,AccelXMin,AccelXMax,AccelY,AccelYVar,AccelYMin,AccelYMax,AccelZ,AccelZVar,AccelZMin,AccelZMax,RotX,RotXVar,RotXMin,RotXMax,RotY,RotYVar,RotYMin,RotYMax,RotZ,RotZVar,RotZMin,RotZMax,Xup,XDown,Yup,Ydown,Zup,Zdown,StepCount,FLOWCTL,GPSRT,SD_DATAW,SD_HEADW,TPumpsOFF,TPumpsON
30:45:53,1701193800,2023-11-28T17:50:00,2023-11-28T19:50:00,1.001,1844.59,33.37,33.35,34.83,32.28,34.32,862.07,857.89,394.066681,38.76,0.9665,407,0,10.784,0.96618,3.56,30764,48,30.0,75.52,15.38,79.86,17.19,79.86,17.18,79.86,17.18,514.35,713.66,600.72,973.34,602.72,979.62,602.91,980.34,602.91,980.34,0.54,0.0,361.7454,0.0,-1.98841,30.744724,1352.7,12.0,0.297092,0.7,631.3,794.0,519,690,3.3,2026.5,-54,59,332.7,195.4,296,383,-324.6,2594971.0,-4908,3622,-109.8,32129008.0,-17535,21936,-614.1,6083379.5,-5241,7385,0.0,100.0,0.0,0.0,0.0,0.0,0,0.237354,0.09028,0.092031,0.038504,0.0,30.0
30:46:23,1701193830,2023-11-28T17:50:30,2023-11-28T19:50:30,1.002,1845.09,33.39,33.39,34.88,32.28,34.24,862.26,857.93,394.733337,41.47,0.9658,407,0,10.785,0.96525,3.56,30749,48,30.0,72.16,0.64,79.7,11.01,82.57,41.68,83.99,64.14,482.68,185.52,569.62,99.78,575.25,46.69,576.22,39.69,576.22,39.69,0.64,0.01,361.7853,0.0,-1.988451,30.744612,1351.0,12.0,0.417368,0.7,614.1,2718.9,434,713,12.8,4892.8,-293,58,342.1,676.0,287,425,914.0,6810990.5,-997,13238,-1663.5,72861944.0,-41028,7183,-2232.3,9477078.0,-15592,603,0.0,100.0,0.0,0.0,0.0,0.0,0,0.233236,0.067937,0.087809,0.039402,0.0,30.0
30:46:53,1701193860,2023-11-28T17:51:00,2023-11-28T19:51:00,1.0,1845.59,33.41,33.4,34.85,32.28,34.37,862.1,857.93,397.083344,41.62,0.9657,407,0,10.787,0.96594,3.56,30734,48,30.0,69.83,15.78,88.89,38.19,101.64,62.79,107.91,77.3,436.64,496.81,536.08,851.56,554.43,982.34,558.1,1010.75,558.1,1010.75,0.7,0.0,361.8274,0.0,-1.988451,30.744612,1351.0,12.0,0.016448,0.7,634.8,18.2,625,643,45.6,27.5,31,57,330.1,8.2,323,335,-113.6,46031.2,-813,236,133.6,113659.4,-1251,665,-940.3,252672.7,-1505,1225,0.0,100.0,0.0,0.0,0.0,0.0,0,0.230067,0.108327,0.084148,0.039702,0.0,30.0
30:47:23,1701193890,2023-11-28T17:51:30,2023-11-28T19:51:30,1.001,1846.09,33.43,33.43,34.84,32.28,34.38,862.15,857.9,396.066681,39.26,0.9661,407,0,10.786,0.9671,3.56,30719,48,30.0,58.12,12.26,66.27,16.05,70.35,27.44,72.35,36.21,383.43,670.39,456.16,821.38,462.97,786.45,464.24,780.38,464.24,780.38,0.58,0.0,361.8663,0.0,-1.988429,30.744631,1354.9,12.0,0.111024,0.7,619.3,4974.9,401,716,37.8,4403.0,-196,132,337.4,2025.8,244,501,-365.7,2410557.0,-5188,3657,1062.4,38812480.0,-14726,26573,-686.0,9473037.0,-9091,8898,0.0,96.7,0.0,0.0,0.0,3.3,0,0.229652,0.034711,0.083737,0.039505,0.0,30.0
30:47:53,1701193920,2023-11-28T17:52:00,2023-11-28T19:52:00,1.002,1846.59,33.44,33.44,34.87,32.28,34.39,862.15,857.93,396.866669,38.1,0.9664,407,0,10.786,0.9671,3.56,30704,48,30.0,102.35,396.02,112.25,486.46,115.65,525.18,117.32,544.8,686.72,17668.5,809.0,24647.62,816.11,25162.88,817.3,25253.88,817.3,25253.88,0.6,0.0,361.911,0.0,-1.988364,30.744761,1352.1,12.0,0.18504,0.8,752.0,100445.1,-142,947,-227.3,10311.3,-665,-108,115.3,22332.8,5,518,3289.9,130796000.0,-9397,43373,-4216.4,168431696.0,-42332,14393,3199.2,401828192.0,-34002,88086,0.0,86.7,6.7,0.0,0.0,6.7,0,0.229811,0.055753,0.083744,0.039451,0.0,30.0
30:48:23,1701193950,2023-11-28T17:52:30,2023-11-28T19:52:30,1.001,1847.1,33.46,33.47,34.88,32.28,34.54,862.13,857.9,394.583344,36.82,0.9666,407,0,10.788,0.96802,3.56,30689,48,30.0,76.45,77.06,82.4,84.75,83.72,83.76,84.36,83.35,516.69,3601.16,606.15,4890.94,609.88,4910.31,610.43,4910.84,610.43,4910.84,0.58,0.0,361.9599,0.0,-1.988393,30.744776,1350.2,12.0,0.37008,0.7,878.6,158.6,862,909,-284.8,450.6,-312,-239,46.8,121.2,15,61,-181.3,1281174.2,-3526,2625,245.7,1954387.4,-4865,4383,-852.3,766099.8,-4305,1391,0.0,100.0,0.0,0.0,0.0,0.0,0,0.238506,0.116952,0.092253,0.038439,0.0,30.0
30:48:53,1701193980,2023-11-28T17:53:00,2023-11-28T19:53:00,1.002,1847.6,33.52,33.48,34.91,32.28,34.46,862.23,857.95,393.799988,36.29,0.9665,407,0,10.788,0.96802,3.56,30674,48,30.0,80.87,3.44,86.41,4.49,87.17,5.1,87.54,5.42,548.5,149.66,642.16,211.75,645.27,217.81,645.69,219.22,645.69,219.22,0.6,0.0,362.0022,0.0,-1.988358,30.744761,1346.5,12.0,0.15934,0.8,910.2,1258.4,862,983,-216.9,6964.1,-320,3,17.3,1678.0,-32,135,1459.8,45150140.0,-10036,18891,-1709.9,43794744.0,-21630,14350,-1876.1,28107480.0,-23948,7551,0.0,100.0,0.0,0.0,0.0,0.0,0,0.229297,0.332572,0.083896,0.039375,0.0,30.0
30:49:23,1701194010,2023-11-28T17:53:30,2023-11-28T19:53:30,1.002,1848.1,33.58,33.46,34.97,32.86,34.62,862.15,857.74,393.883331,35.98,0.9661,407,0,10.787,0.96733,3.56,30659,48,30.0,85.58,13.44,91.67,15.22,92.67,15.4,93.16,15.49,579.86,620.56,679.27,848.59,682.82,855.78,683.31,856.66,683.31,856.66,0.6,0.0,362.0469,0.0,-1.988404,30.744741,1346.6,12.0,0.196348,0.8,947.1,264.0,904,977,-128.9,1524.7,-228,-57,-20.6,831.0,-75,50,-3618.7,309359008.0,-59736,19713,1087.7,87823264.0,-15951,38220,-909.3,35135068.0,-22400,14367,0.0,100.0,0.0,0.0,0.0,0.0,0,0.228265,0.036033,0.083567,0.038497,0.0,30.0
30:49:53,1701194040,2023-11-28T17:54:00,2023-11-28T19:54:00,1.003,1848.6,33.65,33.49,35.08,32.86,34.5,862.06,857.68,393.700012,34.64,0.9661,407,0,10.79,0.96848,3.56,30644,48,30.0,106.22,2352.43,132.39,6168.99,149.41,10660.62,157.78,13370.45,671.46,72392.06,819.06,125390.25,843.89,146160.31,848.82,150754.31,848.82,150754.31,0.7,0.03,362.1031,0.0,-1.98839,30.744707,1359.0,12.0,0.322278,0.6,898.4,14914.4,646,1141,-102.8,12714.0,-348,150,99.7,10792.6,-25,354,-7217.3,912509056.0,-81567,39655,4190.0,579192832.0,-49525,71207,-3776.6,266342608.0,-27448,41221,0.0,100.0,0.0,0.0,0.0,0.0,24,0.262291,0.092024,0.116434,0.039442,0.0,30.0
30:50:23,1701194070,2023-11-28T17:54:30,2023-11-28T19:54:30,1.004,1849.1,33.66,33.47,35.16,32.86,34.6,862.1,857.5,393.316681,34.62,0.9659,407,0,10.788,0.96918,3.56,30629,47,30.0,94.5,253.5,137.27,452.43,168.92,663.22,184.48,789.56,546.94,9950.06,703.6,14893.03,747.05,15967.62,755.96,16196.75,755.96,16196.75,0.71,0.0,362.1708,0.0,-1.988459,30.744585,1360.2,12.0,0.849642,0.7,908.0,24412.8,516,1192,-96.9,19411.0,-441,193,77.9,16776.6,-161,433,-662.7,1173511040.0,-96276,51257,-2086.4,282055200.0,-58756,28350,-350.9,567227328.0,-68206,44598,0.0,100.0,0.0,0.0,0.0,0.0,47,0.239106,0.138823,0.092026,0.03848,0.0,30.0
30:50:53,1701194100,2023-11-28T17:55:00,2023-11-28T19:55:00,1.001,1849.6,33.61,33.42,35.15,32.86,34.55,862.1,857.58,393.899994,34.85,0.9661,407,0,10.788,0.96756,3.56,30615,47,30.0,96.04,120.21,138.79,372.0,170.35,696.4,185.87,897.2,557.77,3449.69,716.05,6195.81,759.42,7431.25,768.31,7712.12,768.31,7712.12,0.77,0.01,362.24,0.0,-1.988613,30.744637,1356.3,12.0,0.57568,0.7,894.3,24894.8,565,1185,-76.6,21215.2,-289,353,0.9,36770.4,-295,610,-3407.8,622246592.0,-44852,41580,4665.8,949727488.0,-36505,93756,-4026.4,258938288.0,-29881,45290,0.0,100.0,0.0,0.0,0.0,0.0,55,0.230887,0.020641,0.083728,0.039353,0.0,30.0
30:51:23,1701194130,2023-11-28T17:55:30,2023-11-28T19:55:30,1.001,1850.11,33.58,33.38,35.06,32.86,34.51,862.13,857.64,394.75,36.6,0.9659,407,0,10.786,0.96525,3.56,30600,47,30.0,78.84,20.5,107.71,230.73,128.33,577.38,138.47,805.12,474.0,29.98,595.84,519.16,624.61,1167.59,630.46,1337.94,630.46,1337.94,0.63,0.0,362.3017,0.0,-1.988577,30.744707,1362.4,12.0,0.466712,0.7,918.3,5946.3,743,1051,-94.4,11146.6,-292,153,11.7,3646.6,-79,177,5544.2,909901824.0,-42420,103792,-303.2,344987904.0,-64916,34772,-1308.6,120920776.0,-25891,29435,0.0,100.0,0.0,0.0,0.0,0.0,18,0.230071,0.076335,0.083701,0.038362,0.0,30.0
30:51:53,1701194160,2023-11-28T17:56:00,2023-11-28T19:56:00,0.998,1850.6,33.56,33.34,34.99,32.86,34.62,862.21,857.57,394.766663,36.97,0.9658,407,0,10.786,0.9641,3.56,30585,47,30.0,70.24,9.23,84.85,21.85,93.81,35.23,98.22,43.01,451.03,290.08,545.12,498.84,558.58,575.06,561.21,591.56,561.21,591.56,0.64,0.0,362.3497,0.0,-1.988498,30.744719,1363.5,12.0,0.644556,0.7,943.1,2475.2,771,992,-67.2,3490.3,-159,105,-28.9,5711.7,-130,190,497.2,84332600.0,-15443,33381,-1765.4,44669344.0,-23353,19197,-919.6,25793000.0,-22137,8732,0.0,100.0,0.0,0.0,0.0,0.0,0,0.230269,0.126704,0.083686,0.038362,0.0,30.0
30:52:23,1701194190,2023-11-28T17:56:30,2023-11-28T19:56:30,0.999,1851.1,33.6,33.33,34.96,32.86,34.57,862.21,857.63,395.883331,36.06,0.9659,407,0,10.787,0.96502,3.56,30570,47,30.0,92.05,262.73,129.05,786.28,155.94,1645.32,169.15,2216.13,544.84,10564.03,691.39,15051.81,728.6,16442.44,736.2,16812.44,736.2,16812.44,0.8,0.01,362.4029,0.0,-1.988657,30.744747,1367.4,12.0,0.479048,0.6,949.4,5252.9,728,1107,-109.9,12997.6,-284,188,-3.8,9408.7,-129,241,-6908.7,976479424.0,-60558,91673,3998.2,207585168.0,-37161,36452,-5229.8,232751648.0,-45561,27221,0.0,100.0,0.0,0.0,0.0,0.0,0,0.238538,0.176984,0.093679,0.03844,0.0,30.0
30:52:53,1701194220,2023-11-28T17:57:00,2023-11-28T19:57:00,0.999,1851.6,33.62,33.3,35.06,32.86,34.66,862.19,857.58,395.350006,35.78,0.9659,407,0,10.788,0.9641,3.56,30555,47,30.0,81.58,63.74,119.6,396.34,147.86,879.01,161.75,1185.96,469.31,627.88,605.99,2385.5,644.71,3788.22,652.65,4124.12,652.65,4124.12,0.71,0.0,362.4648,0.0,-1.988695,30.74477,1359.0,12.0,0.391668,0.7,905.1,50826.9,-129,1022,-78.3,20492.7,-296,551,-21.8,16293.8,-200,415,-3560.7,214944336.0,-53690,32856,-2080.2,470318208.0,-71986,71697,-2100.3,46294816.0,-20615,12976,0.0,96.7,0.0,3.3,0.0,0.0,0,0.230734,0.049343,0.083699,0.039429,0.0,30.0
30:53:23,1701194250,2023-11-28T17:57:30,2023-11-28T19:57:30,0.998,1852.1,33.66,33.31,35.11,32.86,34.44,862.22,857.44,394.899994,35.26,0.9657,407,0,10.786,0.96294,3.56,30540,47,29.0,75.27,13.41,92.53,4.42,103.49,15.48,108.88,27.65,479.21,1096.81,582.13,1095.69,598.3,888.12,601.49,847.31,601.49,847.31,0.61,0.0,362.5177,0.0,-1.988728,30.74474,1357.0,12.0,0.236954,0.7,946.5,137.5,916,982,-182.3,1158.6,-241,-112,-51.6,392.6,-98,-11,-556.2,19762102.0,-11672,11751,654.7,27126848.0,-8557,24097,-1754.6,22899744.0,-21892,4742,0.0,100.0,0.0,0.0,0.0,0.0,0,0.289891,0.209961,0.083653,0.03843,0.0,30.0
30:53:53,1701194280,2023-11-28T17:58:00,2023-11-28T19:58:00,0.998,1852.6,33.69,33.29,35.15,32.86,34.81,862.24,857.47,394.566681,34.9,0.9657,407,0,10.787,0.96087,3.56,30525,47,30.0,109.23,3625.13,138.07,8476.8,157.2,14028.91,166.6,17364.5,685.54,121313.31,839.82,199601.31,867.46,226246.5,872.98,232088.19,872.98,232088.19,0.7,0.04,362.5751,0.0,-1.98861,30.744707,1353.5,12.0,0.235926,0.6,958.0,566.4,882,995,-130.0,2087.5,-270,12,-80.8,2944.3,-202,134,1468.1,88727264.0,-16275,37082,-1168.8,52542244.0,-17666,16555,967.6,43613004.0,-12783,22251,0.0,100.0,0.0,0.0,0.0,0.0,0,0.229247,0.162706,0.083795,0.038451,0.0,30.0
30:54:23,1701194310,2023-11-28T17:58:30,2023-11-28T19:58:30,0.995,1853.09,33.74,33.28,35.19,32.86,34.82,862.13,857.39,396.416656,35.17,0.9654,407,0,10.787,0.96156,3.56,30510,47,30.0,81.34,779.34,136.92,2065.44,180.08,3511.3,201.29,4367.95,422.28,22717.86,581.55,40892.5,639.52,48333.78,651.55,49962.84,651.55,49962.84,0.83,0.01,362.6436,0.0,-1.988729,30.744865,1353.7,12.0,1.612932,0.7,965.0,175.7,922,993,-140.3,1559.4,-290,-94,-86.4,695.3,-128,-26,683.7,144466096.0,-42245,36356,430.4,10198169.0,-6991,11165,-1239.6,12474147.0,-8225,9563,0.0,100.0,0.0,0.0,0.0,0.0,0,0.239782,0.167737,0.092172,0.039402,0.0,30.0
30:54:53,1701194340,2023-11-28T17:59:00,2023-11-28T19:59:00,0.996,1853.59,33.79,33.3,35.27,32.86,35.01,862.19,857.26,396.299988,35.22,0.965,407,0,10.786,0.9611,3.56,30495,47,30.0,25.26,222.34,35.31,542.96,42.59,881.43,46.17,1077.73,149.82,6734.37,189.89,11862.96,199.98,13823.18,202.04,14246.49,202.04,14246.49,0.64,0.0,362.6865,0.0,-1.988794,30.744797,1358.5,12.0,0.430218,0.7,961.0,395.0,860,979,-137.4,317.0,-220,-112,-83.6,253.0,-115,-38,1835.6,63335492.0,-1688,44275,-687.0,10859894.0,-15032,3937,-1306.0,3510890.0,-9870,1951,0.0,100.0,0.0,0.0,0.0,0.0,0,0.231613,0.055778,0.08372,0.039458,0.0,30.0
30:55:23,1701194370,2023-11-28T17:59:30,2023-11-28T19:59:30,0.996,1854.09,33.85,33.29,35.35,32.86,34.77,862.27,857.26,396.983337,35.34,0.9648,407,0,10.786,0.96018,3.56,30480,47,30.0,68.22,395.79,88.18,715.28,101.78,1003.17,108.46,1163.78,423.09,14659.88,521.99,22813.78,541.38,24871.72,545.28,25300.97,545.28,25300.97,0.68,0.0,362.7172,0.0,-1.988768,30.744789,1363.3,12.0,0.248776,0.6,971.2,63.6,955,991,-112.1,310.0,-141,-67,-99.6,351.2,-133,-58,-1569.8,98951872.0,-45246,21078,71.1,14972931.0,-7437,8968,-606.9,3784122.5,-5608,5188,0.0,100.0,0.0,0.0,0.0,0.0,0,0.228864,0.096795,0.083836,0.039405,0.0,30.0
30:55:53,1701194400,2023-11-28T18:00:00,2023-11-28T20:00:00,0.995,1854.59,33.9,33.27,35.37,32.86,35.09,862.22,857.02,397.549988,34.9,0.9644,406,0,10.798,0.96225,3.56,30465,47,30.0,75.98,2.02,89.42,2.39,97.12,12.63,100.9,21.08,494.01,242.72,592.72,199.69,604.68,137.84,606.99,126.34,606.99,126.34,0.62,0.0,362.7614,0.0,-1.988719,30.744713,1359.1,12.0,0.345408,0.6,929.1,5408.1,654,1012,-109.9,11912.1,-319,297,-17.7,13946.9,-105,432,3839.7,675933376.0,-56411,70463,2971.7,622032640.0,-32025,127723,543.5,142299776.0,-24885,44170,0.0,100.0,0.0,0.0,0.0,0.0,0,0.230113,0.168964,0.083834,0.038468,0.0,30.0
30:56:23,1701194430,2023-11-28T18:00:30,2023-11-28T20:00:30,0.998,1855.09,33.91,33.25,35.48,32.86,34.83,862.11,856.94,398.533325,33.86,0.9645,406,0,10.798,0.96248,3.56,30450,47,30.0,103.85,43.52,121.77,99.79,131.9,160.75,136.88,196.62,676.37,1428.94,810.69,2385.94,826.55,2714.94,829.59,2786.31,829.59,2786.31,0.66,0.0,362.814,0.0,-1.988633,30.744677,1360.6,12.0,0.774598,0.7,875.4,18932.4,650,1083,-101.1,16522.0,-322,150,107.9,18601.6,-74,526,395.5,637716480.0,-66272,52928,3050.3,484949632.0,-50662,68328,-1088.5,363123392.0,-47223,36776,0.0,100.0,0.0,0.0,0.0,0.0,51,0.237421,0.031788,0.092043,0.039377,0.0,30.0
30:56:53,1701194460,2023-11-28T18:01:00,2023-11-28T20:01:00,0.996,1855.58,33.88,33.23,35.47,32.86,34.74,862.25,857.0,397.533325,34.08,0.9647,406,0,10.797,0.96133,3.56,30435,47,30.0,100.16,62.05,113.14,42.02,119.27,34.84,122.29,36.7,663.45,3573.38,787.41,4306.69,797.98,4006.44,799.92,3942.94,799.92,3942.94,0.6,0.0,362.8725,0.0,-1.988431,30.744602,1359.8,12.0,0.890762,0.6,909.4,39932.3,553,1318,-100.9,28452.7,-457,322,85.4,18175.2,-72,449,1337.3,518287456.0,-44126,37520,4710.8,439950784.0,-24876,67445,326.0,284278848.0,-34658,33670,0.0,100.0,0.0,0.0,0.0,0.0,52,0.230404,0.083013,0.083733,0.038445,0.0,30.0
30:57:23,1701194490,2023-11-28T18:01:30,2023-11-28T20:01:30,0.997,1856.08,33.81,33.19,35.41,32.86,34.71,862.2,856.98,398.083344,33.86,0.9649,406,0,10.798,0.9611,3.56,30420,47,30.0,109.98,8.3,116.46,10.38,116.6,11.41,116.66,11.95,748.62,368.12,874.62,515.38,877.7,527.75,878.02,529.62,878.02,529.62,0.53,0.0,362.9297,0.0,-1.988177,30.744539,1363.6,12.0,0.928284,0.6,876.2,31509.1,499,1225,-140.9,30418.2,-524,193,131.5,30514.7,-159,516,6156.4,1503083008.0,-61696,123182,5688.0,589752000.0,-40897,81908,3051.9,620142976.0,-57960,71916,0.0,100.0,0.0,0.0,0.0,0.0,45,0.230739,0.134359,0.083941,0.039392,0.0,30.0
30:57:53,1701194520,2023-11-28T18:02:00,2023-11-28T20:02:00,0.997,1856.58,33.67,33.12,35.33,32.86,34.41,862.02,856.99,397.100006,34.13,0.9654,406,0,10.799,0.96133,3.56,30405,47,30.0,116.75,85.0,123.47,95.28,123.49,95.47,123.49,95.56,795.09,3939.12,928.64,5376.5,931.75,5414.44,932.05,5417.94,932.05,5417.94,0.54,0.0,362.9895,0.0,-1.987934,30.744442,1360.2,12.0,1.006926,0.6,883.4,48349.1,495,1285,-93.7,25284.6,-379,313,102.7,20859.2,-69,490,-1640.8,818977280.0,-49638,54337,-1756.1,364606528.0,-51756,29811,-857.5,559476608.0,-69527,40958,0.0,100.0,0.0,0.0,0.0,0.0,60,0.229815,0.18538,0.083761,0.039442,0.0,30.0
30:58:23,1701194550,2023-11-28T18:02:30,2023-11-28T20:02:30,0.994,1857.08,33.47,33.04,35.06,32.86,34.5,862.02,857.06,396.483337,34.65,0.9661,405,0,10.807,0.9611,3.56,30390,47,30.0,156.38,288.78,165.86,335.29,166.27,345.99,166.48,351.33,1063.77,13192.12,1243.26,18153.0,1247.93,18375.88,1248.45,18409.0,1248.45,18409.0,0.57,0.0,363.0615,0.0,-1.987648,30.744375,1364.1,12.0,0.794644,0.6,932.2,36458.4,536,1229,-93.6,34182.0,-473,300,83.0,12482.8,-96,372,-1599.1,717234944.0,-55632,57837,-4494.6,414949760.0,-58397,44178,-3417.8,652134528.0,-70393,42971,0.0,100.0,0.0,0.0,0.0,0.0,52,0.243235,0.075409,0.096993,0.038427,0.0,30.0
30:58:53,1701194580,2023-11-28T18:03:00,2023-11-28T20:03:00,0.996,1857.58,33.28,32.95,34.81,32.28,34.26,861.99,857.31,396.533325,34.8,0.967,405,0,10.807,0.96202,3.56,30375,47,30.0,176.29,101.95,187.38,132.06,188.18,148.65,188.58,157.25,1198.22,4446.38,1401.09,6284.12,1406.8,6468.75,1407.47,6501.88,1407.47,6501.88,0.55,0.0,363.1495,0.0,-1.987379,30.744349,1362.3,12.0,0.952442,0.7,856.0,41075.2,481,1205,-154.9,38384.1,-549,431,85.0,23506.8,-112,431,-8988.3,1001320896.0,-84315,54302,5847.6,766442176.0,-47258,83938,461.2,427933056.0,-29513,60165,0.0,100.0,0.0,0.0,0.0,0.0,55,0.231052,0.296947,0.083687,0.039348,0.0,30.0
30:59:23,1701194610,2023-11-28T18:03:30,2023-11-28T20:03:30,0.993,1858.07,33.09,32.88,34.58,32.28,33.96,861.95,857.32,395.649994,35.27,0.9676,404,0,10.819,0.96225,3.56,30360,47,30.0,205.91,1011.88,217.75,1131.13,217.76,1130.77,217.76,1130.61,1402.4,46943.0,1637.91,64028.75,1643.37,64451.75,1643.9,64491.75,1643.9,64491.75,0.53,0.0,363.2504,0.0,-1.987086,30.744354,1361.8,12.0,0.723712,0.6,874.1,53312.4,466,1230,-136.6,26912.1,-574,157,115.2,27575.7,-83,521,-988.1,373580576.0,-37126,32261,4211.2,360338112.0,-27212,49516,-2983.5,314463424.0,-32865,36286,0.0,100.0,0.0,0.0,0.0,0.0,54,0.231326,0.354381,0.083644,0.038472,0.0,30.0
30:59:53,1701194640,2023-11-28T18:04:00,2023-11-28T20:04:00,0.994,1858.57,32.89,32.81,34.37,32.28,33.91,861.99,857.55,396.033325,35.96,0.9684,403,0,10.829,0.96294,3.56,30344,47,30.0,193.63,1032.13,204.79,1153.68,204.81,1153.29,204.82,1153.09,1318.72,47883.38,1540.21,65309.25,1545.36,65741.0,1545.87,65782.75,1545.87,65782.75,0.53,0.0,363.3556,0.0,-1.986802,30.744364,1361.0,12.0,0.70932,0.7,973.8,50364.4,471,1376,-123.5,41070.6,-588,354,93.4,28695.5,-135,575,4340.4,629891968.0,-59955,49918,2286.3,855546112.0,-45395,70848,-2566.7,806628096.0,-55938,62702,0.0,100.0,0.0,0.0,0.0,0.0,55,0.232493,0.234613,0.083677,0.039391,0.0,30.0
31:00:23,1701194670,2023-11-28T18:04:30,2023-11-28T20:04:30,0.994,1859.07,32.71,32.72,34.13,32.28,33.48,861.87,857.67,397.383331,36.32,0.9691,402,0,10.841,0.96387,3.56,30329,47,30.0,158.62,14.85,167.75,16.48,167.76,16.4,167.77,16.37,1080.29,690.0,1261.73,940.25,1265.94,945.88,1266.35,945.5,1266.35,945.5,0.52,0.0,363.4484,0.0,-1.986802,30.744364,1361.0,12.0,0.760206,0.7,899.3,40436.2,500,1204,-158.9,29037.1,-474,321,72.2,15956.7,-117,354,-1873.3,716323712.0,-50163,53147,657.1,565578176.0,-43111,49236,-1753.5,465014688.0,-43977,52517,0.0,100.0,0.0,0.0,0.0,0.0,55,0.240352,0.095734,0.092237,0.038515,0.0,30.0
31:00:53,1701194700,2023-11-28T18:05:00,2023-11-28T20:05:00,0.994,1859.57,32.51,32.65,33.9,32.28,33.28,862.02,857.86,397.049988,36.75,0.97,401,0,10.852,0.9641,3.56,30314,47,30.0,199.11,1693.89,210.98,1867.04,211.35,1844.27,211.53,1833.13,1354.95,79025.25,1583.24,107439.5,1588.99,107928.0,1589.6,107951.0,1589.6,107951.0,0.54,0.0,363.5427,0.0,-1.986577,30.744583,1352.4,12.0,0.553064,0.6,875.2,48807.0,520,1645,-163.5,21469.5,-462,91,122.7,16866.8,-117,494,-772.6,685472000.0,-45438,50671,2216.0,607491840.0,-38517,51800,170.9,432717504.0,-57505,46847,0.0,100.0,0.0,0.0,0.0,0.0,45,0.231034,0.161531,0.083756,0.038476,0.0,30.0
31:01:23,1701194730,2023-11-28T18:05:30,2023-11-28T20:05:30,0.994,1860.07,32.37,32.57,33.73,32.28,33.27,861.94,857.93,397.733337,37.8,0.9703,400,0,10.864,0.9634,3.56,30299,47,30.0,178.84,580.61,189.12,649.46,189.12,649.64,189.12,649.72,1218.01,26927.88,1422.56,36733.88,1427.29,36980.75,1427.75,37004.62,1427.75,37004.62,0.52,0.0,363.6423,0.0,-1.98656,30.744549,1355.9,12.0,0.141864,0.7,873.4,5179.2,636,980,-138.6,3276.6,-236,1,97.4,5099.5,-20,294,-5210.4,346968896.0,-66876,24578,2551.1,134819360.0,-16975,31132,-1298.3,204021168.0,-42743,22828,0.0,100.0,0.0,0.0,0.0,0.0,11,0.232248,0.041708,0.083792,0.03844,0.0,30.0
31:01:53,1701194760,2023-11-28T18:06:00,2023-11-28T20:06:00,0.993,1860.56,32.27,32.52,33.59,31.69,33.16,862.02,857.99,398.616669,38.3,0.9707,399,0,10.875,0.96502,3.56,30284,47,30.0,162.35,9.9,171.71,10.89,171.73,10.77,171.75,10.68,1105.61,462.12,1291.33,628.12,1295.66,630.62,1296.08,630.88,1296.08,630.88,0.54,0.0,363.7321,0.0,-1.986535,30.744602,1348.6,12.0,0.3341,0.7,753.0,96924.2,-78,965,-98.6,29917.6,-305,327,115.2,28428.0,-79,486,-213.2,79222720.0,-19337,34667,2052.4,47242412.0,-7551,26267,-1692.1,42118388.0,-24753,9563,0.0,83.3,0.0,0.0,0.0,16.7,0,0.231424,0.109454,0.083781,0.038426,0.0,30.0
