(HH:MM:SS),(s),(YYYY-MM-DDTHH:MM:SS) (UTC date time format),(YYYY-MM-DDTHH:MM:SS) (Local date time format),(L*min^-1),(L),(C),(C),(C),(C),(C),(hPa),(hPa),(Pa),(%),(g*L^-1),(integer),(integer),(V),(g*min^-1),(V),(integer),(%),(#),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(um),(um),(ug),(-),(decimalDegree),(decimalDegree),(m),(integer),(m*s^-1),(-),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(%),(%),(%),(%),(%),(%),(#),(s),(s),(s),(s),(s),(s)
SampleTime,UnixTime,DateTimeUTC,DateTimeLocal,VolumetricFlowRate,SampledVolume,AtmoT,PumpT,FdpT,BattT,AccelT,AtmoP,PumpP,FdPdP,PumpRH,AtmoRho,PumpPow1,PumpPow2,PumpV,MassFlow,BFGvolt,BFGenergy,SOC,PMMeasCnt,PM1MC,PM1MCVar,PM2_5MC,PM2_5MCVar,PM4MC,PM4MCVar,PM10MC,PM10MCVar,PM0_5NC,PM0_5NCVar,PM1NC,PM1NCVar,PM2_5NC,PM2_5NCVar,PM4NC,PM4NCVar,PM10NC,PM10NCVar,PMtypicalParticleSize,PMtypicalParticleSizeVar,PM2_5SampledMass,GPSQual,GPSlat,GPSlon,GPSalt,GPSsat,GPSspeed,GPShDOP,AccelX,AccelXVar,AccelXMin,AccelXMax,AccelY,AccelYVar,AccelYMin,AccelYMax,AccelZ,AccelZVar,AccelZMin,AccelZMax,RotX,RotXVar,RotXMin,RotXMax,RotY,RotYVar,RotYMin,RotYMax,RotZ,RotZVar,RotZMin,RotZMax,Xup,XDown,Yup,Ydown,Zup,Zdown,StepCount,FLOWCTL,GPSRT,SD_DATAW,SD_HEADW,TPumpsOFF,TPumpsON
0:09:39,1696927320,2023-10-10T08:42:00,2023-10-10T10:42:00,1.017,9.67,36.28,36.26,37.92,35.21,38.26,867.95,866.77,110.599998,29.81,0.9682,730,0,8.782,0.98057,4.11,52525,98,30.0,10.62,0.07,11.23,0.08,11.23,0.08,11.23,0.08,72.67,3.38,84.5,4.57,84.72,4.6,84.75,4.6,84.75,4.6,0.52,0.0,0.1213,0.0,-1.969854,30.758612,1357.7,11.0,0.210226,0.9,845.0,3668.6,673,1114,-496.6,3549.7,-558,-284,-316.4,5048.4,-393,-7,967.3,80434800.0,-29426,19005,299.0,28426336.0,-11121,14805,-3937.4,21081324.0,-25322,1925,0.0,100.0,0.0,0.0,0.0,0.0,0,0.211276,0.084554,0.068197,0.039678,0.0,30.0
0:10:09,1696927350,2023-10-10T08:42:30,2023-10-10T10:42:30,1.012,10.18,36.4,36.42,37.94,35.21,38.61,867.98,866.86,109.650002,29.25,0.968,732,0,8.774,0.97996,4.11,52512,98,30.0,9.98,0.13,10.55,0.15,10.55,0.15,10.55,0.15,68.3,6.08,79.41,8.22,79.63,8.27,79.65,8.27,79.65,8.27,0.52,0.0,0.1268,0.0,-1.969815,30.75868,1359.7,12.0,0.09509,0.8,918.9,14019.1,474,1256,-254.0,57922.8,-578,580,-166.4,10283.2,-297,74,12711.9,1278951424.0,-61390,101622,-1034.3,657529472.0,-61941,50102,-963.9,201056144.0,-23520,34107,0.0,100.0,0.0,0.0,0.0,0.0,19,0.221693,0.130433,0.079481,0.039581,0.0,30.0
0:10:39,1696927380,2023-10-10T08:43:00,2023-10-10T10:43:00,1.011,10.69,36.52,36.53,38.08,35.21,38.4,868.13,866.87,109.949997,30.93,0.9672,734,0,8.771,0.98178,4.11,52499,98,30.0,9.61,0.11,10.16,0.12,10.16,0.12,10.16,0.12,65.8,5.06,76.51,6.85,76.71,6.88,76.74,6.89,76.74,6.89,0.51,0.0,0.1321,0.0,-1.9698,30.758711,1365.6,12.0,0.077614,0.8,930.1,1767.0,802,996,-28.3,32952.0,-301,369,34.1,5527.5,-71,178,-401.8,292523456.0,-44747,32383,1686.6,189818096.0,-28043,45526,-3051.8,47065336.0,-22286,12005,0.0,100.0,0.0,0.0,0.0,0.0,0,0.212511,0.187645,0.070146,0.039559,0.0,30.0
0:11:09,1696927410,2023-10-10T08:43:30,2023-10-10T10:43:30,1.012,11.19,36.64,36.68,38.18,35.79,38.7,868.03,866.77,110.666664,29.33,0.967,736,0,8.763,0.97631,4.1,52487,98,30.0,9.53,0.09,10.08,0.1,10.08,0.1,10.08,0.1,65.26,4.16,75.88,5.63,76.09,5.66,76.11,5.66,76.11,5.66,0.52,0.0,0.1372,0.0,-1.969784,30.758711,1366.1,12.0,0.502692,1.0,898.2,5760.2,669,1055,-193.7,36644.1,-641,202,-15.1,24744.4,-263,527,7946.6,845795968.0,-76851,86773,-3869.6,332726112.0,-34387,49210,-2420.0,141933456.0,-33547,31473,0.0,100.0,0.0,0.0,0.0,0.0,12,0.209421,0.073434,0.068036,0.038382,0.0,30.0
0:11:39,1696927440,2023-10-10T08:44:00,2023-10-10T10:44:00,1.009,11.7,36.74,36.83,38.35,35.79,38.77,868.06,866.91,109.48333,28.42,0.9671,737,0,8.762,0.97692,4.1,52474,98,30.0,8.88,0.17,9.39,0.19,9.39,0.19,9.39,0.19,60.81,7.98,70.71,10.79,70.9,10.85,70.92,10.86,70.92,10.86,0.53,0.0,0.1421,0.0,-1.969756,30.758703,1366.9,12.0,0.029298,1.0,885.6,5736.1,774,1141,-470.4,3649.2,-558,-267,-267.6,4699.0,-335,-28,476.5,351204224.0,-63113,43400,3915.0,202866192.0,-18611,52377,-4435.5,26998590.0,-22155,7927,0.0,100.0,0.0,0.0,0.0,0.0,7,0.210689,0.124792,0.068197,0.03927,0.0,30.0
0:12:09,1696927470,2023-10-10T08:44:30,2023-10-10T10:44:30,1.011,12.2,36.84,36.98,38.44,35.79,39.02,868.01,867.03,108.75,28.6,0.9668,739,0,8.752,0.97509,4.1,52461,98,30.0,8.6,0.01,9.09,0.01,9.09,0.01,9.09,0.01,58.84,0.43,68.41,0.59,68.6,0.59,68.62,0.59,68.62,0.59,0.53,0.0,0.1468,0.0,-1.969749,30.758711,1366.3,12.0,0.03598,1.0,912.1,12572.3,746,1314,-388.4,12260.3,-548,-142,-168.4,10263.4,-358,77,669.6,4459364352.0,-154192,161227,2697.4,763854016.0,-67261,64575,-72.0,151528288.0,-32838,26188,0.0,100.0,0.0,0.0,0.0,0.0,0,0.209863,0.164549,0.068127,0.039316,0.0,30.0
0:12:39,1696927500,2023-10-10T08:45:00,2023-10-10T10:45:00,1.01,12.7,36.92,37.11,38.56,35.79,39.75,868.1,867.14,109.300003,27.82,0.9669,740,0,8.75,0.97367,4.1,52449,98,30.0,9.6,0.41,10.16,0.46,10.16,0.46,10.16,0.46,65.74,19.17,76.44,25.92,76.64,26.05,76.67,26.07,76.67,26.07,0.53,0.0,0.1516,0.0,-1.96978,30.758717,1364.2,12.0,0.260084,0.8,864.4,7659.1,730,1201,-409.3,17109.6,-630,-71,-210.6,49561.1,-534,572,-12506.9,3343882240.0,-286685,59806,9888.6,2521633280.0,-54346,242278,-4865.2,584248576.0,-112603,40993,0.0,100.0,0.0,0.0,0.0,0.0,0,0.217535,0.052261,0.076584,0.03836,0.0,30.0
0:13:09,1696927530,2023-10-10T08:45:30,2023-10-10T10:45:30,1.009,13.21,37.0,37.16,38.6,36.38,38.88,868.07,867.03,108.599998,28.44,0.9663,741,0,8.748,0.97428,4.1,52436,98,30.0,12.13,0.18,12.83,0.2,12.83,0.2,12.83,0.2,83.03,8.46,96.54,11.44,96.8,11.5,96.83,11.51,96.83,11.51,0.53,0.0,0.1574,0.0,-1.969734,30.758711,1362.9,12.0,0.153172,0.8,934.0,31303.1,660,1683,-365.0,55237.7,-1425,-114,-202.4,14086.6,-397,137,-234.8,1564064000.0,-72467,156598,-3295.9,325871136.0,-66570,27982,-2348.4,269400864.0,-40792,38001,0.0,96.7,0.0,0.0,3.3,0.0,21,0.210327,0.100174,0.06815,0.039364,0.0,30.0
0:13:39,1696927560,2023-10-10T08:46:00,2023-10-10T10:46:00,1.011,13.71,37.02,37.26,38.6,36.38,39.01,868.02,867.18,108.800003,27.54,0.9666,743,0,8.739,0.97367,4.1,52424,98,30.0,11.08,0.04,11.71,0.04,11.71,0.04,11.71,0.04,75.83,1.71,88.17,2.31,88.41,2.32,88.44,2.33,88.44,2.33,0.53,0.0,0.1636,0.0,-1.969697,30.758696,1358.8,12.0,0.311484,0.8,958.9,1818.1,857,1042,-83.7,22208.2,-347,269,-122.0,15146.5,-351,119,1567.5,749594560.0,-68460,83440,850.6,163236768.0,-36225,43408,-4117.0,147826112.0,-40556,19075,0.0,100.0,0.0,0.0,0.0,0.0,0,0.210408,0.154574,0.068072,0.039324,0.0,30.0
0:14:09,1696927590,2023-10-10T08:46:30,2023-10-10T10:46:30,1.008,14.21,37.02,37.37,38.56,36.38,38.89,868.06,867.3,108.73333,27.46,0.9668,744,0,8.736,0.97206,4.1,52411,98,30.0,12.15,0.09,12.85,0.1,12.85,0.1,12.85,0.1,83.19,3.98,96.72,5.38,96.98,5.41,97.01,5.41,97.01,5.41,0.53,0.0,0.1698,0.0,-1.969731,30.758694,1362.8,12.0,0.167564,0.7,896.5,35138.3,347,1517,-323.2,25408.5,-607,108,-145.9,31169.5,-316,584,2568.7,1587031040.0,-89258,111755,451.8,508555904.0,-60725,52552,-4688.3,257943296.0,-37791,38561,0.0,100.0,0.0,0.0,0.0,0.0,20,0.209531,0.034176,0.067931,0.038377,0.0,30.0
0:14:39,1696927620,2023-10-10T08:47:00,2023-10-10T10:47:00,1.006,14.72,36.99,37.38,38.49,36.38,38.95,868.0,867.35,108.633331,27.37,0.967,745,0,8.731,0.96983,4.1,52398,98,30.0,13.61,0.13,14.39,0.15,14.39,0.15,14.39,0.15,93.18,6.31,108.34,8.53,108.63,8.57,108.67,8.58,108.67,8.58,0.52,0.0,0.1766,0.0,-1.969741,30.758699,1363.7,12.0,0.186068,0.7,878.0,9976.7,481,1183,-388.7,13468.9,-547,-34,-175.9,17318.5,-351,238,-4749.7,3727589376.0,-97116,286685,4486.9,748703424.0,-109567,59141,-2558.4,74228080.0,-28936,14420,0.0,96.7,3.3,0.0,0.0,0.0,0,0.210799,0.081068,0.06804,0.039351,0.0,30.0
0:15:09,1696927650,2023-10-10T08:47:30,2023-10-10T10:47:30,1.004,15.22,36.98,37.43,38.49,36.38,38.9,868.08,867.51,109.449997,27.98,0.967,745,0,8.731,0.97631,4.1,52386,98,30.0,14.62,1.18,15.46,1.32,15.46,1.32,15.46,1.32,100.07,55.48,116.35,75.0,116.66,75.4,116.7,75.45,116.7,75.45,0.52,0.0,0.1841,0.0,-1.969739,30.758711,1366.0,12.0,0.423536,0.6,931.4,24678.8,725,1649,-278.5,87228.8,-549,472,-136.2,18623.6,-386,232,8417.6,1430814464.0,-61223,119743,-3706.5,369485888.0,-62002,44581,-1793.9,420927648.0,-56192,42857,0.0,100.0,0.0,0.0,0.0,0.0,0,0.219574,0.147288,0.076658,0.038278,0.0,30.0
0:15:39,1696927680,2023-10-10T08:48:00,2023-10-10T10:48:00,1.003,15.72,36.96,37.43,38.44,36.38,38.87,868.0,867.4,108.25,28.46,0.9668,745,0,8.731,0.96781,4.1,52373,98,30.0,17.65,0.29,18.66,0.33,18.66,0.33,18.66,0.33,120.82,13.63,140.48,18.42,140.86,18.53,140.91,18.54,140.91,18.54,0.51,0.0,0.1927,0.0,-1.969593,30.758678,1365.4,12.0,1.72704,0.6,858.7,63383.4,-47,1344,-290.5,44151.7,-678,178,-107.5,20097.7,-332,310,8110.0,2627848192.0,-130410,106478,-397.1,1800411904.0,-116952,96941,659.9,958829504.0,-108115,49761,0.0,100.0,0.0,0.0,0.0,0.0,42,0.211928,0.020811,0.069679,0.038429,0.0,30.0
0:16:09,1696927710,2023-10-10T08:48:30,2023-10-10T10:48:30,1.001,16.22,36.89,37.49,38.41,36.38,38.88,868.09,867.55,109.73333,27.8,0.9674,745,0,8.733,0.97266,4.1,52360,98,30.0,49.13,1094.68,51.95,1224.1,51.95,1224.1,51.95,1224.1,336.33,51300.93,391.06,69354.2,392.1,69724.58,392.23,69771.73,392.23,69771.73,0.52,0.0,0.2104,0.0,-1.969667,30.758621,1359.1,12.0,0.69904,0.6,866.0,178670.2,-362,1997,-367.1,149253.2,-1780,618,-116.3,51157.4,-696,471,-10508.4,2884588544.0,-161892,107371,1717.2,852201024.0,-61503,73298,-1020.2,923988864.0,-57548,75862,0.0,90.0,6.7,3.3,0.0,0.0,45,0.211661,0.0745,0.068179,0.038479,0.0,30.0
0:16:39,1696927740,2023-10-10T08:49:00,2023-10-10T10:49:00,1.006,16.72,36.8,37.44,38.31,36.38,38.64,867.89,867.7,107.449997,27.74,0.9679,746,0,8.729,0.96599,4.1,52348,98,30.0,16.95,0.09,17.92,0.11,17.92,0.11,17.92,0.11,116.01,4.43,134.89,6.0,135.25,6.03,135.29,6.03,135.29,6.03,0.52,0.0,0.2279,0.0,-1.969758,30.758703,1359.8,12.0,0.205086,0.6,847.0,89935.8,-175,1996,-291.1,24481.2,-529,155,-100.5,27652.8,-433,422,-9308.5,2474854400.0,-131915,84271,5692.4,796194944.0,-45465,81515,-8674.6,617379648.0,-89880,49288,0.0,100.0,0.0,0.0,0.0,0.0,40,0.213831,0.130316,0.068251,0.038382,0.0,30.0
0:17:09,1696927770,2023-10-10T08:49:30,2023-10-10T10:49:30,1.003,17.22,36.74,37.45,38.22,36.38,38.54,868.08,867.8,106.050003,28.12,0.9682,746,0,8.729,0.96943,4.1,52335,98,30.0,14.78,2.28,15.63,2.55,15.63,2.55,15.63,2.55,101.21,106.68,117.68,144.22,117.99,144.99,118.03,145.09,118.03,145.09,0.52,0.0,0.2363,0.0,-1.969738,30.758724,1357.8,12.0,0.116678,0.6,924.4,44272.1,402,1591,-275.8,110411.9,-628,931,-63.4,17432.9,-289,294,2188.1,3276809216.0,-94395,122850,2091.0,560486720.0,-39436,57085,-11265.2,401016800.0,-68486,31508,0.0,96.7,0.0,3.3,0.0,0.0,13,0.210857,0.176875,0.06805,0.039392,0.0,30.0
0:17:39,1696927800,2023-10-10T08:50:00,2023-10-10T10:50:00,1.002,17.72,36.66,37.45,38.15,36.38,38.39,868.08,867.98,108.150002,28.18,0.9686,746,0,8.728,0.9672,4.1,52322,98,30.0,28.33,34.62,29.96,38.71,29.96,38.71,29.96,38.71,193.96,1622.42,225.52,2193.38,226.12,2205.07,226.2,2206.56,226.2,2206.56,0.55,0.0,0.2477,0.0,-1.969713,30.758726,1360.3,12.0,0.04883,0.6,911.2,10393.1,666,1189,-285.1,13844.3,-612,-50,-36.8,21133.3,-251,416,1755.1,522832192.0,-55151,51038,-515.4,342130944.0,-52832,40591,2452.1,243468512.0,-34422,46427,0.0,100.0,0.0,0.0,0.0,0.0,0,0.219464,0.18148,0.076543,0.039297,0.0,30.0
0:18:09,1696927830,2023-10-10T08:50:30,2023-10-10T10:50:30,1.0,18.22,36.61,37.49,38.04,36.38,38.59,868.23,868.09,107.333336,27.57,0.9691,746,0,8.729,0.96862,4.1,52310,98,30.0,23.53,0.12,24.88,0.13,24.88,0.13,24.88,0.13,161.09,5.44,187.31,7.35,187.81,7.39,187.87,7.39,187.87,7.39,0.51,0.0,0.2614,0.0,-1.96971,30.758732,1360.3,12.0,0.07967,0.7,927.9,1899.0,849,1004,-262.4,27381.0,-462,87,-139.7,5009.2,-234,-2,3048.1,474817280.0,-49551,71137,-822.5,69895296.0,-30196,14008,-1732.0,95970032.0,-20956,38745,0.0,100.0,0.0,0.0,0.0,0.0,0,0.212436,0.06605,0.068154,0.038481,0.0,30.0
0:18:39,1696927860,2023-10-10T08:51:00,2023-10-10T10:51:00,0.999,18.72,36.55,37.49,37.99,36.38,38.48,868.12,868.17,107.533333,27.03,0.9695,746,0,8.728,0.97064,4.1,52297,98,30.0,23.38,0.94,24.72,1.05,24.72,1.05,24.72,1.05,160.06,43.92,186.1,59.38,186.6,59.68,186.66,59.73,186.66,59.73,0.53,0.0,0.2738,0.0,-1.969718,30.758745,1363.0,12.0,0.387556,0.7,966.0,6695.1,838,1363,-209.7,13798.2,-376,126,-227.4,16761.0,-370,223,-5914.6,880245312.0,-106198,37205,3852.3,124296872.0,-18768,36732,-3202.5,50437680.0,-19888,16625,0.0,100.0,0.0,0.0,0.0,0.0,0,0.212481,0.109857,0.068161,0.039337,0.0,30.0
0:19:09,1696927890,2023-10-10T08:51:30,2023-10-10T10:51:30,0.998,19.22,36.45,37.42,37.94,36.38,38.08,867.94,868.26,106.333336,27.12,0.97,746,0,8.729,0.96842,4.1,52284,98,30.0,23.03,16.17,24.36,18.08,24.36,18.08,24.36,18.08,157.69,757.6,183.35,1024.2,183.84,1029.68,183.9,1030.37,183.9,1030.37,0.53,0.0,0.286,0.0,-1.969754,30.758707,1362.7,12.0,0.217936,0.6,962.3,12570.5,803,1470,-290.5,19412.0,-561,141,-199.8,14768.0,-425,128,9306.0,2931296512.0,-121178,142773,-2651.0,709738560.0,-107948,53873,32.2,119501744.0,-15251,29916,0.0,100.0,0.0,0.0,0.0,0.0,12,0.211751,0.161568,0.068173,0.039361,0.0,30.0
0:19:39,1696927920,2023-10-10T08:52:00,2023-10-10T10:52:00,0.997,19.72,36.37,37.43,37.8,36.38,38.48,868.19,868.51,107.75,29.34,0.97,746,0,8.729,0.96943,4.1,52272,98,30.0,24.83,2.95,26.32,3.32,26.36,3.35,26.39,3.36,169.86,138.0,197.6,186.79,198.18,187.95,198.26,188.09,198.26,188.09,0.58,0.0,0.2986,0.0,-1.96973,30.758671,1369.1,12.0,0.093548,0.6,904.6,20082.2,724,1575,-220.1,28252.7,-449,497,-4.1,51368.8,-361,316,3809.0,436441216.0,-44511,79616,4980.3,494991520.0,-31141,97781,-3005.4,992577728.0,-111413,126113,0.0,100.0,0.0,0.0,0.0,0.0,0,0.211997,0.051038,0.068223,0.039353,0.0,30.0
0:20:09,1696927950,2023-10-10T08:52:30,2023-10-10T10:52:30,0.999,20.22,36.29,37.49,37.69,36.38,38.5,868.2,868.66,106.51667,28.21,0.9707,746,0,8.73,0.9668,4.1,52259,98,30.0,26.5,62.97,28.36,73.3,28.64,75.8,28.78,77.04,180.57,2902.18,210.55,3962.66,211.47,4006.82,211.61,4014.28,211.61,4014.28,0.62,0.0,0.3123,0.0,-1.969712,30.758644,1372.6,12.0,0.080698,0.6,938.4,4802.3,682,1032,-256.7,8766.8,-503,2,-279.6,15084.6,-551,26,1238.3,15133630.0,-9458,13405,1299.8,190416992.0,-48632,44563,-3861.4,82526680.0,-46287,15750,0.0,93.3,0.0,0.0,6.7,0.0,0,0.219537,0.095393,0.076561,0.038354,0.0,30.0
0:20:39,1696927980,2023-10-10T08:53:00,2023-10-10T10:53:00,0.998,20.72,36.26,37.48,37.65,36.38,38.48,868.02,868.58,106.633331,28.29,0.9707,746,0,8.729,0.96761,4.1,52246,98,30.0,67.91,97.65,74.65,133.21,77.05,155.55,78.24,167.2,457.31,4193.59,536.93,5973.44,541.4,6187.28,542.21,6229.16,542.21,6229.16,0.66,0.0,0.3379,0.0,-1.969758,30.758644,1368.0,12.0,0.698526,0.6,963.9,24117.3,529,1369,-249.8,23004.6,-694,251,-177.3,20599.9,-293,260,-12674.6,2445979648.0,-250871,17220,-45.5,262307280.0,-42883,50767,-6477.5,270554304.0,-53418,39882,0.0,100.0,0.0,0.0,0.0,0.0,20,0.211377,0.161449,0.068179,0.038394,0.0,30.0
0:21:09,1696928010,2023-10-10T08:53:30,2023-10-10T10:53:30,0.996,21.21,36.23,37.53,37.63,36.38,38.0,868.12,868.66,107.533333,28.6,0.9708,746,0,8.728,0.96619,4.1,52233,98,30.0,44.52,301.19,49.66,376.66,51.85,412.2,52.92,430.25,297.93,13455.93,351.14,18717.28,354.84,19128.57,355.53,19205.82,355.53,19205.82,0.65,0.0,0.3689,0.0,-1.96981,30.758652,1354.4,12.0,0.318166,0.6,720.3,93615.9,97,1336,125.3,264176.7,-526,909,19.1,40439.3,-288,309,13419.7,1635564032.0,-116698,118711,-4121.6,380200032.0,-80106,26363,-1663.0,313142048.0,-41002,44406,0.0,70.0,0.0,30.0,0.0,0.0,10,0.214539,0.025714,0.068103,0.039444,0.0,30.0
0:21:39,1696928040,2023-10-10T08:54:00,2023-10-10T10:54:00,0.997,21.71,36.23,37.59,37.61,36.38,38.21,868.16,868.84,106.699997,28.83,0.9709,746,0,8.73,0.96458,4.09,52221,98,30.0,29.35,0.65,32.28,0.95,33.33,1.21,33.84,1.36,197.61,27.19,232.05,39.11,233.99,40.82,234.34,41.16,234.34,41.16,0.59,0.0,0.3893,0.0,-1.969829,30.758656,1350.8,12.0,0.21845,0.7,923.7,4013.3,746,1041,-228.2,30869.2,-557,315,-40.5,9377.4,-282,139,-7040.5,1796122496.0,-149721,101167,3280.6,180738112.0,-29408,49787,-2500.3,187352224.0,-32112,34693,0.0,100.0,0.0,0.0,0.0,0.0,0,0.215248,0.265188,0.070657,0.038393,0.0,30.0
0:22:09,1696928070,2023-10-10T08:54:30,2023-10-10T10:54:30,0.996,22.21,36.19,37.62,37.62,36.38,38.2,868.11,868.97,106.150002,29.26,0.9711,746,0,8.731,0.96619,4.09,52208,98,30.0,24.91,1.2,27.06,1.45,27.66,1.55,27.96,1.6,168.63,54.34,197.38,74.88,198.67,76.12,198.89,76.36,198.89,76.36,0.61,0.0,0.404,0.0,-1.969841,30.758678,1346.7,12.0,0.06425,0.6,906.5,24674.1,439,1252,-236.2,52584.6,-521,548,-20.6,31098.6,-273,418,10878.8,1041022720.0,-57557,93502,-1292.6,308814304.0,-60768,28315,2211.5,298629760.0,-22855,50330,0.0,96.7,0.0,3.3,0.0,0.0,0,0.223792,0.129017,0.078773,0.039618,0.0,30.0
0:22:39,1696928100,2023-10-10T08:55:00,2023-10-10T10:55:00,0.995,22.71,36.19,37.67,37.58,36.38,38.37,868.04,869.07,106.816666,29.49,0.9712,746,0,8.73,0.9672,4.09,52195,98,30.0,25.09,0.13,27.57,0.32,28.44,0.58,28.87,0.73,169.02,4.69,198.42,7.39,200.06,8.25,200.35,8.45,200.35,8.45,0.64,0.0,0.4176,0.0,-1.969841,30.758678,1346.7,12.0,0.160368,0.6,905.4,3728.6,801,1110,-346.7,18252.6,-595,6,-188.9,11805.0,-338,164,-2214.7,627415936.0,-56113,51555,-1921.0,262681424.0,-50242,27230,-3881.7,70339664.0,-21271,11418,0.0,100.0,0.0,0.0,0.0,0.0,0,0.212152,0.169503,0.068192,0.039356,0.0,30.0
0:23:09,1696928130,2023-10-10T08:55:30,2023-10-10T10:55:30,0.995,23.2,36.19,37.67,37.6,36.38,38.15,868.15,869.05,107.900002,28.84,0.9713,746,0,8.731,0.96014,4.09,52183,98,30.0,20.51,6.84,23.01,9.24,24.13,10.71,24.68,11.47,136.87,295.02,161.57,419.08,163.41,433.41,163.76,436.2,163.76,436.2,0.61,0.0,0.4302,0.0,-1.969771,30.75872,1360.8,12.0,0.622454,0.6,889.5,17086.9,543,1271,-364.0,24640.2,-555,222,-169.1,7246.0,-371,81,5990.6,518017248.0,-56043,90606,-1561.8,163063504.0,-44642,32803,-6364.4,153547232.0,-36085,11707,0.0,100.0,0.0,0.0,0.0,0.0,21,0.212303,0.065148,0.068164,0.039323,0.0,30.0
0:23:39,1696928160,2023-10-10T08:56:00,2023-10-10T10:56:00,0.992,23.7,36.12,37.63,37.6,36.38,38.27,868.33,869.29,108.633331,28.22,0.972,745,0,8.737,0.9668,4.09,52170,98,30.0,14.54,1.25,15.82,1.32,16.19,1.3,16.37,1.31,98.39,61.18,115.2,80.7,115.98,80.07,116.11,79.93,116.11,79.93,0.58,0.0,0.4399,0.0,-1.969771,30.75872,1360.8,12.0,1.04599,0.6,930.0,59641.1,560,1366,-385.8,27636.9,-808,81,-202.4,6539.8,-345,-21,-1311.9,1068117184.0,-60112,70910,4038.4,416210240.0,-37502,53033,-4689.3,521905568.0,-72852,51266,0.0,100.0,0.0,0.0,0.0,0.0,74,0.212452,0.103911,0.068087,0.039342,0.0,30.0
0:24:09,1696928190,2023-10-10T08:56:30,2023-10-10T10:56:30,0.992,24.2,35.97,37.57,37.47,36.38,37.93,868.47,869.51,107.25,27.91,0.9729,744,0,8.74,0.96902,4.09,52157,98,30.0,15.14,0.2,16.03,0.23,16.05,0.24,16.06,0.25,103.61,9.07,120.51,12.41,120.85,12.57,120.9,12.6,120.9,12.6,0.56,0.0,0.4478,0.0,-1.96994,30.759205,1360.6,12.0,1.689004,0.6,971.1,155303.9,132,1967,-309.5,128856.9,-1069,567,-99.4,43452.8,-348,306,-2958.0,1945860224.0,-116348,90720,14449.4,1306621312.0,-51100,108193,1225.8,1389320448.0,-63140,119735,0.0,96.7,3.3,0.0,0.0,0.0,63,0.243721,0.166923,0.101189,0.039311,0.0,30.0
0:24:39,1696928220,2023-10-10T08:57:00,2023-10-10T10:57:00,0.994,24.7,35.8,37.51,37.31,36.38,37.68,868.62,869.9,107.01667,28.71,0.9737,743,0,8.743,0.96882,4.09,52145,98,30.0,37.28,969.15,39.45,1086.12,39.48,1088.15,39.5,1089.15,255.12,45376.89,296.69,61378.44,297.52,61725.47,297.62,61771.2,297.62,61771.2,0.57,0.0,0.4616,0.0,-1.970121,30.759487,1357.7,12.0,1.345138,0.6,942.3,152665.7,106,1922,-424.6,129512.6,-1535,408,-102.6,34673.5,-321,545,-6037.1,6420234240.0,-163213,258746,-4771.7,1384720512.0,-79231,69545,-3186.7,817143104.0,-73832,60182,0.0,96.7,3.3,0.0,0.0,0.0,67,0.227052,0.05645,0.084191,0.038466,0.0,30.0
0:25:09,1696928250,2023-10-10T08:57:30,2023-10-10T10:57:30,0.993,25.19,35.64,37.44,37.06,36.38,37.58,868.82,870.15,107.550003,30.04,0.9742,742,0,8.747,0.96821,4.09,52132,97,30.0,23.17,6.89,24.63,7.64,24.73,7.58,24.78,7.55,158.33,324.07,184.31,437.16,184.93,438.95,185.02,439.12,185.02,439.12,0.58,0.0,0.4775,0.0,-1.970423,30.759537,1346.5,12.0,0.44975,0.7,974.6,215178.1,137,1960,-377.7,93763.3,-1070,348,-99.0,84573.8,-366,1139,9861.1,2459068160.0,-117390,103311,-10425.2,1173866368.0,-124460,65826,195.4,1049962432.0,-57540,57190,0.0,100.0,0.0,0.0,0.0,0.0,69,0.220941,0.101023,0.075954,0.038363,0.0,30.0
0:25:39,1696928280,2023-10-10T08:58:00,2023-10-10T10:58:00,0.995,25.69,35.5,37.34,36.88,36.38,37.74,869.14,870.5,107.133331,30.06,0.9751,742,0,8.747,0.96862,4.09,52119,97,30.0,17.71,5.59,18.76,6.4,18.78,6.53,18.79,6.6,121.15,259.59,140.92,352.98,141.33,356.05,141.38,356.54,141.38,356.54,0.56,0.0,0.4883,0.0,-1.970665,30.759842,1344.2,12.0,1.244908,0.6,937.5,173541.2,85,1641,-333.9,106934.2,-875,424,-122.7,39954.5,-437,434,5791.8,2435601152.0,-90833,116497,-1217.7,940850304.0,-50548,76028,-3921.7,919235520.0,-68407,56525,0.0,100.0,0.0,0.0,0.0,0.0,70,0.220011,0.101811,0.07589,0.039297,0.0,30.0
