(HH:MM:SS),(s),(YYYY-MM-DDTHH:MM:SS) (UTC date time format),(YYYY-MM-DDTHH:MM:SS) (Local date time format),(L*min^-1),(L),(C),(C),(C),(C),(C),(hPa),(hPa),(Pa),(%),(g*L^-1),(integer),(integer),(V),(g*min^-1),(V),(integer),(%),(#),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(um),(um),(ug),(-),(decimalDegree),(decimalDegree),(m),(integer),(m*s^-1),(-),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(%),(%),(%),(%),(%),(%),(#),(s),(s),(s),(s),(s),(s)
SampleTime,UnixTime,DateTimeUTC,DateTimeLocal,VolumetricFlowRate,SampledVolume,AtmoT,PumpT,FdpT,BattT,AccelT,AtmoP,PumpP,FdPdP,PumpRH,AtmoRho,PumpPow1,PumpPow2,PumpV,MassFlow,BFGvolt,BFGenergy,SOC,PMMeasCnt,PM1MC,PM1MCVar,PM2_5MC,PM2_5MCVar,PM4MC,PM4MCVar,PM10MC,PM10MCVar,PM0_5NC,PM0_5NCVar,PM1NC,PM1NCVar,PM2_5NC,PM2_5NCVar,PM4NC,PM4NCVar,PM10NC,PM10NCVar,PMtypicalParticleSize,PMtypicalParticleSizeVar,PM2_5SampledMass,GPSQual,GPSlat,GPSlon,GPSalt,GPSsat,GPSspeed,GPShDOP,AccelX,AccelXVar,AccelXMin,AccelXMax,AccelY,AccelYVar,AccelYMin,AccelYMax,AccelZ,AccelZVar,AccelZMin,AccelZMax,RotX,RotXVar,RotXMin,RotXMax,RotY,RotYVar,RotYMin,RotYMax,RotZ,RotZVar,RotZMin,RotZMax,Xup,XDown,Yup,Ydown,Zup,Zdown,StepCount,FLOWCTL,GPSRT,SD_DATAW,SD_HEADW,TPumpsOFF,TPumpsON
41:01:23,1669783920,2022-11-30T04:52:00,2022-11-30T06:52:00,1.002,2134.7,25.8,28.22,27.24,27.59,28.23,863.44,864.82,130.933334,55.1,0.9997,607,0,9.01,1.00301,3.31,18421,19,30,45.63,1.09,48.25,1.22,48.25,1.22,48.25,1.22,312.16,51.11,363.13,69.19,364.15,69.58,364.28,69.55,364.28,69.55,0.5,0.0,101.4593,0,-1.981158,30.74692,1385.7,12,0.116678,0.8,819.5,1866.2,729,927,5.9,949.9,-38,69,580.3,3737.2,432,700,-17.2,10175838.0,-9152,10202,909.4,30112594.0,-12731,17640,-1334.0,10848328.0,-8881,6133,0.0,100.0,0.0,0.0,0.0,0.0,0,0.217673,0.059331,0.074519,0.038082,23.972591,6.027627
41:01:53,1669783950,2022-11-30T04:52:30,2022-11-30T06:52:30,1.005,2134.8,25.86,28.31,27.26,27.59,28.27,863.45,864.99,130.483337,58.37,0.9992,607,0,9.01,1.00456,3.31,18413,19,30,119.92,2495.6,126.81,2790.65,126.81,2790.66,126.81,2790.66,820.43,116803.06,954.41,158064.81,957.09,158955.06,957.44,159069.0,957.44,159069.0,0.5,0.0,101.4681,0,-1.981079,30.746906,1394.3,12,0.795158,1.0,839.4,2159.5,795,975,5.3,1581.4,-63,99,542.2,12167.3,190,640,472.7,10153099.0,-6676,10832,906.3,30253496.0,-13895,22811,-1036.1,18279804.0,-16327,5311,0.0,100.0,0.0,0.0,0.0,0.0,0,0.220948,0.097067,0.078593,0.038058,23.97377,6.027417
41:02:23,1669783980,2022-11-30T04:53:00,2022-11-30T06:53:00,1.006,2134.9,25.9,28.38,27.31,27.59,28.4,863.52,864.9,131.516663,54.65,0.9995,608,0,9.009,1.00321,3.31,18404,19,30,262.78,2148.27,277.89,2402.25,277.89,2402.27,277.89,2402.27,1797.79,100547.0,2091.37,136067.5,2097.25,136832.0,2098.0,136930.0,2098.0,136930.0,0.52,0.0,101.4884,0,-1.980953,30.747116,1421.8,12,0.821372,0.8,831.0,1811.0,727,923,-9.0,4775.9,-197,102,561.7,4963.1,391,719,-165.3,19647504.0,-17850,7148,-236.9,45910180.0,-19302,15960,-1192.2,33487412.0,-19538,12687,0.0,100.0,0.0,0.0,0.0,0.0,0,0.221166,0.151571,0.075454,0.039198,23.972746,6.027477
41:02:53,1669784010,2022-11-30T04:53:30,2022-11-30T06:53:30,1.005,2135.0,25.95,28.48,27.39,27.59,28.49,863.48,864.99,131.600006,55.6,0.9993,608,0,9.01,1.00417,3.31,18396,19,30,181.91,97.19,192.37,108.78,192.38,108.86,192.38,108.89,1244.48,4546.88,1447.71,6154.12,1451.79,6190.75,1452.31,6195.0,1452.31,6195.0,0.52,0.0,101.512,0,-1.981014,30.747082,1395.6,10,0.95347,0.8,802.4,1635.6,652,865,13.0,5515.4,-75,184,597.0,1713.8,508,691,561.7,2573906.5,-4226,3561,-309.2,16965360.0,-10806,8723,-870.0,5133991.5,-9283,2266,0.0,100.0,0.0,0.0,0.0,0.0,0,0.229643,0.150153,0.082858,0.0391,23.971939,6.027409
41:03:23,1669784040,2022-11-30T04:54:00,2022-11-30T06:54:00,1.005,2135.1,26.0,28.54,27.46,27.59,28.23,863.45,865.03,131.933334,52.7,0.9996,609,0,9.003,1.00167,3.31,18387,19,30,173.41,4829.89,183.37,5400.94,183.37,5400.97,183.37,5400.99,1186.32,226055.12,1380.05,305911.75,1383.93,307634.0,1384.42,307854.62,1384.42,307854.62,0.49,0.0,101.5308,0,-1.981014,30.747192,1389.5,9,0.791046,1.2,820.9,3309.1,730,946,59.2,2213.4,-38,176,576.9,8832.8,348,708,-350.9,3307539.8,-4068,3535,-500.8,11122672.0,-5827,9852,-1786.3,12589318.0,-10255,3316,0.0,100.0,0.0,0.0,0.0,0.0,0,0.220341,0.030961,0.074362,0.03807,23.971825,6.078265
41:03:53,1669784070,2022-11-30T04:54:30,2022-11-30T06:54:30,1.004,2135.2,26.04,28.62,27.47,27.59,28.5,863.54,865.05,130.366669,54.32,0.9992,609,0,9.001,1.0034,3.31,18378,19,30,98.44,25.39,104.09,28.39,104.09,28.38,104.09,28.38,673.44,1188.28,783.41,1608.0,785.62,1617.06,785.9,1618.19,785.9,1618.19,0.51,0.0,101.5451,0,-1.980916,30.74719,1389.5,12,0.144948,0.8,827.7,1282.0,710,894,17.0,4207.3,-75,129,569.3,2937.1,392,725,1000.8,8239978.5,-2870,13081,1412.4,13741235.0,-7682,11243,-1109.1,3361088.8,-5836,1636,0.0,100.0,0.0,0.0,0.0,0.0,0,0.221629,0.095515,0.074465,0.039091,23.971838,6.027442
41:04:23,1669784100,2022-11-30T04:55:00,2022-11-30T06:55:00,1.004,2135.3,26.09,28.67,27.54,28.18,28.59,863.51,865.04,130.949997,53.75,0.9991,609,0,9.002,1.00533,3.31,18370,19,30,85.95,50.15,90.89,56.08,90.89,56.08,90.89,56.08,588.02,2347.34,684.04,3176.56,685.96,3194.41,686.21,3196.62,686.21,3196.62,0.5,0.0,101.5549,0,-1.980938,30.747183,1373.9,12,0.38293,0.8,796.5,2527.4,651,907,63.2,4217.6,-25,217,613.0,4310.2,462,761,558.5,2616532.0,-1548,5591,613.0,21162170.0,-11270,17018,-574.8,9342534.0,-10316,7026,0.0,100.0,0.0,0.0,0.0,0.0,0,0.218917,0.138396,0.074533,0.038107,23.971863,6.028263
41:04:53,1669784130,2022-11-30T04:55:30,2022-11-30T06:55:30,1.006,2135.4,26.11,28.77,27.51,28.18,28.65,863.55,865.21,131.25,53.73,0.9992,610,0,9.0,1.00494,3.3,18361,19,30,71.13,23.51,75.22,26.29,75.22,26.29,75.22,26.29,486.65,1100.25,566.12,1488.81,567.71,1497.28,567.91,1498.34,567.91,1498.34,0.49,0.0,101.5633,0,-1.981106,30.746983,1367.6,12,0.38293,0.8,767.1,2623.6,621,843,110.2,2671.2,30,223,636.0,4065.9,546,773,329.9,7001183.0,-5556,7140,255.8,16798212.0,-7840,9301,-444.7,9501960.0,-7971,7945,0.0,100.0,0.0,0.0,0.0,0.0,0,0.218058,0.010229,0.074512,0.039017,23.972824,6.02739
41:05:23,1669784160,2022-11-30T04:56:00,2022-11-30T06:56:00,1.005,2135.5,26.15,28.83,27.6,28.18,29.02,863.52,865.2,131.0,53.77,0.999,611,0,8.995,1.00205,3.31,18353,19,30,57.0,10.9,60.28,12.19,60.28,12.19,60.28,12.19,389.98,510.22,453.66,690.58,454.94,694.41,455.1,694.91,455.1,694.91,0.51,0.0,101.57,0,-1.981107,30.747009,1378.3,12,0.063222,0.8,762.5,1366.6,664,825,52.5,5355.4,-82,213,654.2,3527.3,530,779,436.3,8358654.0,-3211,7892,1308.9,15041083.0,-5958,10675,-1082.2,12109294.0,-11383,5460,0.0,100.0,0.0,0.0,0.0,0.0,0,0.226547,0.080295,0.082745,0.038115,23.971949,6.027377
41:05:53,1669784190,2022-11-30T04:56:30,2022-11-30T06:56:30,1.005,2135.6,26.2,28.88,27.59,28.18,28.61,863.44,865.19,130.53334,53.51,0.9989,612,0,8.988,1.00301,3.31,18344,19,30,64.27,41.43,67.97,46.33,67.97,46.33,67.97,46.33,439.71,1939.28,511.51,2624.33,512.95,2639.0,513.14,2640.94,513.14,2640.94,0.49,0.0,101.5765,0,-1.981139,30.747082,1383.3,12,0.886136,0.8,810.7,1796.5,718,933,9.7,7391.7,-154,198,590.6,4924.2,372,704,58.7,9530664.0,-7227,9441,1896.6,81443912.0,-14927,41597,-990.5,24793930.0,-15863,10351,0.0,100.0,0.0,0.0,0.0,0.0,0,0.218478,0.126257,0.07452,0.039057,23.972864,6.027384
41:06:23,1669784220,2022-11-30T04:57:00,2022-11-30T06:57:00,1.002,2135.7,26.22,28.95,27.64,28.18,28.19,863.5,865.26,131.100006,52.65,0.999,612,0,8.99,1.00167,3.3,18335,19,30,79.47,322.41,84.04,360.53,84.04,360.53,84.04,360.53,543.7,15089.66,632.48,20420.25,634.26,20535.28,634.49,20550.06,634.49,20550.06,0.48,0.0,101.584,0,-1.981082,30.747084,1380.5,12,0.355174,0.8,809.5,4684.9,646,876,37.3,4594.1,-81,183,588.1,5159.6,492,741,891.4,7361633.0,-2073,9205,1172.4,46168508.0,-10788,28717,-1416.7,20769118.0,-17333,10368,0.0,100.0,0.0,0.0,0.0,0.0,0,0.21866,0.175873,0.074466,0.039101,23.973715,6.027338
41:06:53,1669784250,2022-11-30T04:57:30,2022-11-30T06:57:30,1.003,2135.8,26.27,29.0,27.71,28.18,28.6,863.42,865.31,131.066666,53.99,0.9987,612,0,8.987,1.00224,3.3,18327,19,30,83.72,41.64,88.53,46.56,88.53,46.56,88.53,46.56,572.75,1948.66,666.27,2637.03,668.15,2651.97,668.39,2653.88,668.39,2653.88,0.49,0.0,101.5927,0,-1.981079,30.747089,1366.1,12,0.3084,0.6,837.8,4662.1,651,973,72.5,5268.5,-76,214,532.0,14525.2,198,806,-497.8,11809770.0,-7647,9091,-709.7,71428408.0,-31115,18690,-458.5,26046012.0,-13650,14770,0.0,100.0,0.0,0.0,0.0,0.0,0,0.218769,0.05769,0.074331,0.038153,23.972897,6.026339
41:07:23,1669784280,2022-11-30T04:58:00,2022-11-30T06:58:00,1.005,2135.9,26.31,29.05,27.74,28.18,28.96,863.47,865.35,131.53334,51.85,0.9989,613,0,8.986,1.00205,3.3,18318,19,30,91.21,177.84,96.46,198.87,96.46,198.87,96.46,198.87,624.02,8323.5,725.93,11263.62,727.97,11327.25,728.23,11335.56,728.23,11335.56,0.48,0.0,101.6019,0,-1.981083,30.74707,1372.9,12,0.222562,0.6,782.0,54841.9,-155,1150,-76.5,22739.4,-528,72,558.4,28521.3,166,936,7084.3,283225952.0,-11165,59211,-3724.3,242952784.0,-45902,29286,7732.1,407933632.0,-8163,78776,0.0,93.3,0.0,0.0,0.0,6.7,0,0.227198,0.109278,0.082617,0.039066,23.972792,6.027436
41:07:53,1669784310,2022-11-30T04:58:30,2022-11-30T06:58:30,1.004,2136.0,26.32,29.12,27.76,28.18,28.76,863.59,865.37,130.666672,51.09,0.999,613,0,8.983,1.00051,3.3,18310,19,30,69.73,1.92,73.73,2.15,73.73,2.15,73.73,2.15,477.01,89.84,554.91,121.5,556.47,122.25,556.67,122.31,556.67,122.31,0.49,0.0,101.6104,0,-1.981083,30.74707,1372.9,12,0.200974,0.6,37.9,134230.6,-528,965,51.3,25085.0,-221,352,878.3,46797.4,198,1036,3867.8,284195136.0,-18952,76816,-3984.1,380550016.0,-62825,44992,1843.7,402877120.0,-38220,61293,0.0,10.0,0.0,0.0,0.0,90.0,0,0.222595,0.149645,0.078799,0.038094,23.97286,6.027358
41:08:23,1669784340,2022-11-30T04:59:00,2022-11-30T06:59:00,1.002,2136.1,26.34,29.14,27.79,28.18,28.65,863.53,865.44,130.816666,51.35,0.9989,613,0,8.989,1.00167,3.3,18301,19,30,51.63,28.71,54.59,32.1,54.59,32.1,54.59,32.1,353.2,1343.68,410.87,1818.33,412.03,1828.52,412.18,1829.86,412.18,1829.86,0.49,0.0,101.6168,0,-1.981149,30.747034,1393.0,12,0.168078,0.6,166.5,14078.2,-216,495,185.1,199192.5,-382,1028,627.5,371332.9,-789,1032,2316.7,429742656.0,-81366,50373,1928.5,175000880.0,-41440,39427,-3267.4,216302656.0,-74375,16590,0.0,0.0,0.0,26.7,0.0,73.3,0,0.219577,0.050649,0.075492,0.039179,23.972776,6.026418
41:08:53,1669784370,2022-11-30T04:59:30,2022-11-30T06:59:30,1.005,2136.2,26.35,29.2,27.77,28.18,28.73,863.58,865.43,130.899994,51.46,0.9989,613,0,8.988,1.00205,3.3,18293,19,30,52.59,94.47,55.61,105.64,55.61,105.64,55.61,105.64,359.77,4421.45,418.53,5983.27,419.7,6016.97,419.85,6021.3,419.85,6021.3,0.5,0.0,101.6223,0,-1.981183,30.747028,1393.4,12,0.157284,0.7,311.2,10839.5,130,520,-277.7,4478.1,-388,-103,914.7,2490.9,803,1014,-1813.3,37718188.0,-19022,13483,-1519.6,21950052.0,-12180,7612,83.2,39158692.0,-16607,19915,0.0,0.0,0.0,0.0,0.0,100.0,0,0.223203,0.101043,0.079971,0.038175,23.972757,6.027467
41:09:23,1669784400,2022-11-30T05:00:00,2022-11-30T07:00:00,1.005,2136.3,26.36,29.2,27.78,28.18,28.62,863.5,865.48,130.75,50.97,0.999,613,0,8.986,1.00147,3.3,18284,19,30,62.22,444.56,65.79,497.12,65.79,497.12,65.79,497.12,425.63,20807.02,495.14,28157.3,496.53,28315.86,496.71,28336.06,496.71,28336.06,0.52,0.0,101.6283,0,-1.981105,30.747015,1386.8,12,0.116678,0.6,588.7,172202.8,-149,1025,-101.3,15973.5,-258,328,576.9,118942.8,48,1040,-2362.0,213724176.0,-54783,22163,2448.5,215337024.0,-23397,52351,-1374.3,332046496.0,-52176,48588,0.0,60.0,0.0,0.0,0.0,40.0,0,0.226236,0.145308,0.082838,0.039091,23.97282,6.027403
41:09:53,1669784430,2022-11-30T05:00:30,2022-11-30T07:00:30,1.004,2136.4,26.38,29.27,27.77,28.18,28.93,863.49,865.61,130.316666,51.31,0.999,613,0,8.985,1.00244,3.3,18275,19,30,93.74,2093.14,99.26,2333.02,99.36,2326.64,99.42,2323.51,640.96,98101.41,745.87,132648.81,748.11,133330.88,748.41,133413.12,748.41,133413.12,0.54,0.0,101.6366,0,-1.981104,30.747053,1382.9,12,0.106912,0.6,735.8,29984.4,317,1069,-344.7,26227.9,-533,-69,560.5,43481.8,193,1202,247.9,155335232.0,-36863,51835,245.7,71827872.0,-14481,30625,3620.4,350370912.0,-11856,85382,0.0,83.3,0.0,0.0,0.0,16.7,0,0.219216,0.029593,0.074575,0.03817,23.971729,6.028498
41:10:23,1669784460,2022-11-30T05:01:00,2022-11-30T07:01:00,1.003,2136.5,26.4,29.26,27.83,28.18,28.96,863.44,865.5,130.516663,50.69,0.9989,613,0,8.99,1.00379,3.3,18267,19,30,62.7,23.45,66.31,26.25,66.31,26.26,66.32,26.27,428.95,1097.45,499.01,1485.42,500.42,1493.94,500.6,1494.98,500.6,1494.98,0.53,0.0,101.6449,0,-1.981134,30.747066,1381.1,12,0.255972,0.7,685.8,12475.1,473,1191,-422.8,17466.8,-570,109,601.7,14212.2,118,897,-2785.3,520682912.0,-86581,63078,4980.6,300824224.0,-7866,96057,-2102.5,96330928.0,-36041,13746,0.0,96.7,0.0,0.0,0.0,3.3,0,0.219362,0.082337,0.074617,0.039052,23.972776,6.027406
41:10:53,1669784490,2022-11-30T05:01:30,2022-11-30T07:01:30,1.006,2136.6,26.4,29.29,27.84,28.76,28.97,863.47,865.6,130.933334,49.44,0.9992,614,0,8.983,1.00167,3.3,18258,19,30,119.95,4506.83,126.85,5039.67,126.85,5039.67,126.85,5039.67,820.64,210935.25,954.65,285450.88,957.33,287057.88,957.68,287263.94,957.68,287263.94,0.52,0.0,101.6545,0,-1.981089,30.747061,1379.3,12,0.094576,0.6,920.1,35038.6,435,1437,-75.6,28062.4,-508,343,315.6,75476.0,-292,784,274.4,2579235840.0,-98210,116935,-1663.8,545921600.0,-65913,46278,-3133.9,440476736.0,-59360,40565,0.0,96.7,0.0,0.0,0.0,3.3,33,0.218837,0.084159,0.074852,0.039092,24.022833,6.026542
41:11:23,1669784520,2022-11-30T05:02:00,2022-11-30T07:02:00,1.002,2136.7,26.38,29.29,27.8,28.76,28.48,863.41,865.57,130.100006,50.17,0.9991,614,0,8.984,1.0034,3.3,18250,19,30,81.46,10.97,86.14,12.27,86.14,12.27,86.14,12.27,557.28,513.47,648.28,694.94,650.1,698.78,650.33,699.44,650.33,699.44,0.51,0.0,101.6652,0,-1.981104,30.747063,1379.7,12,0.135182,0.6,806.3,37903.1,204,1067,-9.8,30412.6,-353,403,397.3,153997.1,-267,894,1414.0,1335574656.0,-85120,123620,-2887.1,798979840.0,-89005,80657,-2149.5,222296032.0,-40818,24727,0.0,56.7,0.0,0.0,0.0,43.3,0,0.228149,0.132547,0.08309,0.038989,23.972881,6.027302
41:11:53,1669784550,2022-11-30T05:02:30,2022-11-30T07:02:30,1.004,2136.8,26.36,29.3,27.74,28.76,28.85,863.44,865.57,130.46666,51.45,0.999,614,0,8.983,1.00224,3.3,18241,19,30,37.82,177.16,40.0,198.11,40.0,198.11,40.0,198.11,258.76,8291.81,301.02,11220.99,301.86,11284.15,301.97,11292.25,301.97,11292.25,0.53,0.0,101.6714,0,-1.981128,30.74703,1385.8,12,0.067334,0.6,725.2,15253.8,384,1283,-47.6,3491.2,-273,119,683.1,15481.1,238,838,612.5,687784448.0,-77787,92408,-251.1,1249095552.0,-163240,77778,1714.3,60309032.0,-5337,31745,0.0,10.0,0.0,0.0,0.0,90.0,0,0.21907,0.182756,0.07469,0.039073,23.97283,6.027251
41:12:23,1669784580,2022-11-30T05:03:00,2022-11-30T07:03:00,1.005,2136.9,26.35,29.33,27.75,28.76,28.76,863.46,865.7,130.316666,50.13,0.9994,615,0,8.974,0.99955,3.3,18232,19,30,58.25,663.98,61.59,742.48,61.59,742.48,61.59,742.48,398.49,31076.42,463.56,42054.55,464.87,42291.31,465.03,42321.61,465.03,42321.61,0.51,0.0,101.6765,0,-1.981137,30.747038,1385.5,12,0.140836,0.6,688.3,114029.1,-272,1118,-20.8,37357.8,-337,443,407.7,159257.1,-282,1128,-5989.3,2256494592.0,-155916,99067,3628.7,1453929472.0,-70621,101622,7746.6,738379328.0,-36776,70743,0.0,66.7,0.0,0.0,0.0,33.3,32,0.218161,0.067283,0.074567,0.039082,23.973783,6.026442
41:12:53,1669784610,2022-11-30T05:03:30,2022-11-30T07:03:30,1.0,2137.0,26.29,29.32,27.69,28.76,28.8,863.54,865.65,129.550003,50.28,0.9995,615,0,8.977,0.99744,3.3,18224,19,30,64.49,548.02,68.2,612.81,68.2,612.81,68.2,612.81,441.21,25649.33,513.26,34710.25,514.7,34905.59,514.89,34930.62,514.89,34930.62,0.5,0.0,101.683,0,-1.981119,30.747028,1381.6,12,0.137238,0.6,929.4,20175.1,256,1034,-223.1,11069.0,-397,209,142.6,81301.4,-106,1030,3827.2,313435136.0,-39865,66491,-1297.9,118310744.0,-36636,29977,2331.1,280746080.0,-20763,72703,0.0,93.3,0.0,0.0,0.0,6.7,9,0.218314,0.116276,0.074498,0.038103,23.9727,6.027489
41:13:23,1669784640,2022-11-30T05:04:00,2022-11-30T07:04:00,1.001,2137.1,26.29,29.29,27.66,28.76,28.64,863.49,865.71,130.166672,50.47,0.9996,615,0,8.978,0.99955,3.3,18215,19,30,139.68,15761.04,147.7,17624.44,147.7,17624.46,147.7,17624.46,955.57,737671.56,1111.61,998262.12,1114.74,1003882.75,1115.14,1004603.12,1115.14,1004603.12,0.47,0.0,101.6937,0,-1.981095,30.74707,1381.5,12,0.14649,0.6,991.4,376.3,977,1078,-175.3,1581.5,-220,-57,16.3,3649.7,-117,108,506.2,85919200.0,-28805,21306,973.9,15844796.0,-8198,10998,703.4,30934566.0,-4156,23476,0.0,100.0,0.0,0.0,0.0,0.0,0,0.226616,0.176883,0.082578,0.038151,23.973764,6.026462
41:13:53,1669784670,2022-11-30T05:04:30,2022-11-30T07:04:30,1.002,2137.2,26.27,29.33,27.61,28.76,28.67,863.46,865.75,130.516663,50.11,0.9998,615,0,8.978,0.99878,3.3,18207,19,30,45.46,187.32,48.07,209.47,48.07,209.47,48.07,209.47,311.0,8767.31,361.78,11864.44,362.8,11931.3,362.93,11939.83,362.93,11939.83,0.47,0.0,101.7035,0,-1.981095,30.74707,1381.5,12,0.50372,0.6,985.4,7768.9,636,1169,-210.0,9187.6,-365,38,-3.1,16284.3,-358,222,-1178.0,179255712.0,-47372,23983,-487.1,226564256.0,-63997,37747,-3715.6,78164072.0,-29093,11103,0.0,100.0,0.0,0.0,0.0,0.0,0,0.224681,0.042482,0.078542,0.039057,23.972647,6.026569
41:14:23,1669784700,2022-11-30T05:05:00,2022-11-30T07:05:00,1.0,2137.3,26.27,29.3,27.64,28.76,28.68,863.36,865.68,130.75,49.99,0.9997,615,0,8.976,0.99897,3.3,18198,19,30,34.94,21.06,36.95,23.55,36.95,23.55,36.95,23.55,239.06,985.65,278.1,1333.84,278.88,1341.35,278.98,1342.32,278.98,1342.32,0.48,0.0,101.7077,0,-1.981081,30.746986,1375.1,12,0.897444,0.6,966.8,22996.5,651,1456,-222.0,15829.2,-547,52,-64.6,48241.2,-358,405,-2901.8,1060183616.0,-122543,63813,4841.6,438006784.0,-42936,67016,-2538.7,212434208.0,-45377,30765,0.0,100.0,0.0,0.0,0.0,0.0,15,0.218981,0.119245,0.075403,0.039267,23.971945,6.027393
41:14:53,1669784730,2022-11-30T05:05:30,2022-11-30T07:05:30,1.002,2137.4,26.3,29.31,27.67,28.76,28.72,863.46,865.7,130.233337,50.33,0.9995,615,0,8.974,0.99936,3.3,18190,19,30,34.49,4.04,36.48,4.52,36.48,4.52,36.48,4.52,235.98,189.28,274.51,256.15,275.29,257.56,275.38,257.79,275.38,257.79,0.5,0.0,101.7114,0,-1.981105,30.74708,1376.7,12,0.162424,0.7,753.0,10865.5,635,934,-178.1,25284.2,-550,128,593.7,40871.2,48,805,-1454.0,350908224.0,-89083,46182,538.0,48164372.0,-14253,14420,240.0,49839604.0,-25681,15618,0.0,100.0,0.0,0.0,0.0,0.0,6,0.217176,0.154488,0.074555,0.038118,23.972729,6.027496
41:15:23,1669784760,2022-11-30T05:06:00,2022-11-30T07:06:00,0.999,2137.5,26.33,29.31,27.66,28.76,28.74,863.46,865.7,129.96666,50.62,0.9994,615,0,8.978,0.99801,3.3,18181,19,30,29.33,1.78,31.02,1.99,31.02,1.99,31.02,1.99,200.66,83.49,233.43,112.99,234.09,113.62,234.17,113.71,234.17,113.71,0.5,0.0,101.7147,0,-1.981112,30.747013,1389.2,12,1.992264,0.8,743.0,6633.7,620,910,-200.0,17335.9,-460,-47,628.1,8289.4,336,852,-1029.8,46422552.0,-18488,16493,1412.2,53088716.0,-11637,32462,-630.8,34120320.0,-17841,12206,0.0,100.0,0.0,0.0,0.0,0.0,0,0.225652,0.041581,0.082849,0.038128,23.972755,6.027303
41:15:53,1669784790,2022-11-30T05:06:30,2022-11-30T07:06:30,1.001,2137.6,26.37,29.31,27.72,28.76,28.88,863.49,865.65,129.96666,50.88,0.9991,615,0,8.978,0.99878,3.3,18172,19,30,29.47,7.33,31.17,8.19,31.17,8.19,31.17,8.19,201.64,342.84,234.56,463.95,235.22,466.55,235.31,466.89,235.31,466.89,0.49,0.0,101.7178,0,-1.981048,30.747049,1389.8,12,0.153686,0.9,812.6,24722.1,325,994,-181.3,15033.5,-304,243,463.9,85433.1,-179,1012,-6841.9,688858048.0,-127601,32051,-2203.8,349464896.0,-54311,37765,-4265.4,123524104.0,-30213,38202,0.0,93.3,0.0,0.0,0.0,6.7,0,0.2164,0.091099,0.074421,0.038093,23.972731,6.02748
41:16:23,1669784820,2022-11-30T05:07:00,2022-11-30T07:07:00,1.001,2137.7,26.39,29.35,27.76,28.76,28.69,863.46,865.59,130.916672,50.42,0.9991,615,0,8.977,0.99859,3.3,18164,18,30,35.94,0.35,38.0,0.4,38.0,0.4,38.0,0.4,245.87,16.56,286.02,22.42,286.82,22.53,286.93,22.56,286.93,22.56,0.49,0.0,101.7213,0,-1.981062,30.747036,1381.9,12,0.318166,0.7,905.2,15720.9,385,1001,-191.0,32585.6,-395,387,160.5,71891.0,-123,1032,6463.1,816654336.0,-51817,97116,36.4,325373856.0,-38552,58651,-1501.4,225765104.0,-58388,21271,0.0,93.3,0.0,0.0,0.0,6.7,13,0.248797,0.325316,0.106583,0.038154,23.972586,6.027638
41:16:53,1669784850,2022-11-30T05:07:30,2022-11-30T07:07:30,1.0,2137.8,26.39,29.36,27.75,28.76,28.66,863.43,865.65,130.050003,51.11,0.999,615,0,8.977,0.99974,3.3,18155,18,30,35.95,0.38,38.01,0.43,38.01,0.43,38.01,0.43,245.92,17.81,286.08,24.12,286.89,24.23,286.99,24.23,286.99,24.23,0.5,0.0,101.7251,0,-1.981072,30.747015,1370.3,12,0.257514,0.7,953.4,1960.3,773,1065,-256.1,10589.7,-362,82,-49.5,13366.6,-208,170,4193.2,352539456.0,-21481,82845,697.6,131042656.0,-31727,38841,-430.8,28213682.0,-8925,15855,0.0,100.0,0.0,0.0,0.0,0.0,0,0.216685,0.035808,0.074293,0.038088,23.971924,6.027417
41:17:23,1669784880,2022-11-30T05:08:00,2022-11-30T07:08:00,1.001,2137.9,26.4,29.34,27.77,28.76,28.79,863.46,865.6,130.116669,50.08,0.9991,615,0,8.974,0.99916,3.3,18147,18,30,38.27,1.74,40.47,1.95,40.47,1.95,40.47,1.95,261.8,81.43,304.55,110.21,305.4,110.85,305.51,110.92,305.51,110.92,0.52,0.0,101.729,0,-1.981084,30.747038,1372.6,12,0.401434,0.7,938.4,5599.8,682,1151,-236.9,21075.0,-521,147,44.4,19592.8,-135,359,-4743.6,1028235136.0,-84446,93432,3858.7,174414560.0,-18410,39287,-1986.3,183597504.0,-33862,33171,0.0,100.0,0.0,0.0,0.0,0.0,0,0.216894,0.072664,0.074416,0.038003,23.971926,6.028249
